Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"SCL","Supply Utilization Accounts (2010-)","208","Denmark","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","13817.14","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","208","Denmark","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","249561.29","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","208","Denmark","5520","Feed","02211","Raw milk of cattle","2022","2022","t","184363.89","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","208","Denmark","5023","Processed","02211","Raw milk of cattle","2022","2022","t","5014215.86","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","208","Denmark","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","229676.1","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","208","Denmark","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","106.97","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","262","Djibouti","5510","Production","02211","Raw milk of cattle","2022","2022","t","8881.23","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","262","Djibouti","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","590.82","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","262","Djibouti","5016","Loss","02211","Raw milk of cattle","2022","2022","t","694.78","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","262","Djibouti","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","8777.27","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","262","Djibouti","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","21.45","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","212","Dominica","5510","Production","02211","Raw milk of cattle","2022","2022","t","7012.01","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","212","Dominica","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","36","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","212","Dominica","5520","Feed","02211","Raw milk of cattle","2022","2022","t","800","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","212","Dominica","5016","Loss","02211","Raw milk of cattle","2022","2022","t","559.32","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","212","Dominica","5164","Tourist consumption","02211","Raw milk of cattle","2022","2022","t","1200","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","212","Dominica","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","4490","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","212","Dominica","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","169.12","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","214","Dominican Republic","5510","Production","02211","Raw milk of cattle","2022","2022","t","860770.65","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","214","Dominican Republic","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","46901.12","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","214","Dominican Republic","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","424.75","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","214","Dominican Republic","5520","Feed","02211","Raw milk of cattle","2022","2022","t","9889.8","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","214","Dominican Republic","5016","Loss","02211","Raw milk of cattle","2022","2022","t","45420.49","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","214","Dominican Republic","5023","Processed","02211","Raw milk of cattle","2022","2022","t","126976.63","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","214","Dominican Republic","5164","Tourist consumption","02211","Raw milk of cattle","2022","2022","t","8000","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","214","Dominican Republic","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","716960.1","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","214","Dominican Republic","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","174.93","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","218","Ecuador","5510","Production","02211","Raw milk of cattle","2022","2022","t","2071000","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","218","Ecuador","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","11.72","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","218","Ecuador","5520","Feed","02211","Raw milk of cattle","2022","2022","t","13990","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","218","Ecuador","5016","Loss","02211","Raw milk of cattle","2022","2022","t","40410","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","218","Ecuador","5023","Processed","02211","Raw milk of cattle","2022","2022","t","878000","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","218","Ecuador","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","1138589","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","218","Ecuador","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","173.29","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","818","Egypt","5510","Production","02211","Raw milk of cattle","2022","2022","t","4347333.33","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","818","Egypt","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","141.6","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","818","Egypt","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","543.03","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","818","Egypt","5520","Feed","02211","Raw milk of cattle","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","818","Egypt","5016","Loss","02211","Raw milk of cattle","2022","2022","t","336037.04","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","818","Egypt","5023","Processed","02211","Raw milk of cattle","2022","2022","t","2700581.17","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","818","Egypt","5164","Tourist consumption","02211","Raw milk of cattle","2022","2022","t","220.35","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","818","Egypt","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","1310093.34","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","818","Egypt","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","32.34","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","222","El Salvador","5510","Production","02211","Raw milk of cattle","2022","2022","t","421000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","222","El Salvador","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","15706.81","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","222","El Salvador","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","0.15","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","222","El Salvador","5520","Feed","02211","Raw milk of cattle","2022","2022","t","991.54","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","222","El Salvador","5016","Loss","02211","Raw milk of cattle","2022","2022","t","26702.24","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","222","El Salvador","5023","Processed","02211","Raw milk of cattle","2022","2022","t","25988.75","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","222","El Salvador","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","383024.12","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","222","El Salvador","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","165.61","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","233","Estonia","5510","Production","02211","Raw milk of cattle","2022","2022","t","848100","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","233","Estonia","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","32078.74","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","233","Estonia","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","239654.51","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","233","Estonia","5520","Feed","02211","Raw milk of cattle","2022","2022","t","19222.84","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","233","Estonia","5023","Processed","02211","Raw milk of cattle","2022","2022","t","501370.55","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","233","Estonia","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","119930.85","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","233","Estonia","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","247.78","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","748","Eswatini","5510","Production","02211","Raw milk of cattle","2022","2022","t","39718.9","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","748","Eswatini","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","11766","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","748","Eswatini","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","4","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","748","Eswatini","5520","Feed","02211","Raw milk of cattle","2022","2022","t","311.15","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","748","Eswatini","5016","Loss","02211","Raw milk of cattle","2022","2022","t","3707","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","748","Eswatini","5023","Processed","02211","Raw milk of cattle","2022","2022","t","5148.09","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","748","Eswatini","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","42314.66","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","748","Eswatini","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","96.47","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","231","Ethiopia","5510","Production","02211","Raw milk of cattle","2022","2022","t","4151456.33","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","231","Ethiopia","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","282.51","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","231","Ethiopia","5520","Feed","02211","Raw milk of cattle","2022","2022","t","73410.08","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","231","Ethiopia","5016","Loss","02211","Raw milk of cattle","2022","2022","t","152518.98","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","231","Ethiopia","5023","Processed","02211","Raw milk of cattle","2022","2022","t","440651.79","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","231","Ethiopia","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","3485157.99","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","231","Ethiopia","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","77.39","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","242","Fiji","5510","Production","02211","Raw milk of cattle","2022","2022","t","12766.88","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","242","Fiji","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","2677.78","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","242","Fiji","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","22.52","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","242","Fiji","5016","Loss","02211","Raw milk of cattle","2022","2022","t","743.29","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","242","Fiji","5023","Processed","02211","Raw milk of cattle","2022","2022","t","30073.17","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","242","Fiji","5164","Tourist consumption","02211","Raw milk of cattle","2022","2022","t","283.61","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","242","Fiji","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","242","Fiji","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","246","Finland","5510","Production","02211","Raw milk of cattle","2022","2022","t","2258630","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","246","Finland","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","3884.77","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","246","Finland","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","9602.52","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","246","Finland","5520","Feed","02211","Raw milk of cattle","2022","2022","t","167.6","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","246","Finland","5023","Processed","02211","Raw milk of cattle","2022","2022","t","1799930.59","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","246","Finland","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","453000","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","246","Finland","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","223.99","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","250","France","5510","Production","02211","Raw milk of cattle","2022","2022","t","23967960","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","250","France","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","101347.46","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","250","France","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","461072.78","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","250","France","5520","Feed","02211","Raw milk of cattle","2022","2022","t","172715.85","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","250","France","5016","Loss","02211","Raw milk of cattle","2022","2022","t","43272.96","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","250","France","5023","Processed","02211","Raw milk of cattle","2022","2022","t","23008700.57","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","250","France","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","383545.3","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","250","France","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","16.26","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","258","French Polynesia","5510","Production","02211","Raw milk of cattle","2022","2022","t","846.52","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","258","French Polynesia","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","5385.31","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","258","French Polynesia","5520","Feed","02211","Raw milk of cattle","2022","2022","t","405.36","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","258","French Polynesia","5016","Loss","02211","Raw milk of cattle","2022","2022","t","93.1","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","258","French Polynesia","5164","Tourist consumption","02211","Raw milk of cattle","2022","2022","t","109.6","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","258","French Polynesia","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","5623.78","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","258","French Polynesia","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","50.31","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","266","Gabon","5510","Production","02211","Raw milk of cattle","2022","2022","t","10686.27","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","266","Gabon","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","3900.11","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","266","Gabon","5016","Loss","02211","Raw milk of cattle","2022","2022","t","1007.32","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","266","Gabon","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","13579.06","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","266","Gabon","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","15.57","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","270","Gambia","5510","Production","02211","Raw milk of cattle","2022","2022","t","48678.74","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","270","Gambia","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","1937.08","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","270","Gambia","5520","Feed","02211","Raw milk of cattle","2022","2022","t","5199.29","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","270","Gambia","5016","Loss","02211","Raw milk of cattle","2022","2022","t","4014.31","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","270","Gambia","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","41402.22","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","270","Gambia","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","41.92","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","268","Georgia","5510","Production","02211","Raw milk of cattle","2022","2022","t","588162.96","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","268","Georgia","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","6873.48","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","268","Georgia","5520","Feed","02211","Raw milk of cattle","2022","2022","t","4841.79","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","268","Georgia","5023","Processed","02211","Raw milk of cattle","2022","2022","t","11534.42","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","268","Georgia","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","578660.23","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","268","Georgia","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","423.4","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","276","Germany","5510","Production","02211","Raw milk of cattle","2022","2022","t","32399050","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","276","Germany","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","2566176.2","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","276","Germany","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","1253537.84","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","276","Germany","5520","Feed","02211","Raw milk of cattle","2022","2022","t","447292.63","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","276","Germany","5016","Loss","02211","Raw milk of cattle","2022","2022","t","36035.38","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","276","Germany","5023","Processed","02211","Raw milk of cattle","2022","2022","t","29762681.28","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","276","Germany","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","3465679.06","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","276","Germany","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","113.89","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","288","Ghana","5510","Production","02211","Raw milk of cattle","2022","2022","t","50178.13","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","288","Ghana","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","4417.49","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","288","Ghana","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","0.3","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","288","Ghana","5520","Feed","02211","Raw milk of cattle","2022","2022","t","419.69","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","288","Ghana","5016","Loss","02211","Raw milk of cattle","2022","2022","t","4554.01","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","288","Ghana","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","49621.63","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","288","Ghana","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","4.06","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","300","Greece","5510","Production","02211","Raw milk of cattle","2022","2022","t","691250","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","300","Greece","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","92388.44","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","300","Greece","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","5714.96","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","300","Greece","5016","Loss","02211","Raw milk of cattle","2022","2022","t","15672.77","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","300","Greece","5023","Processed","02211","Raw milk of cattle","2022","2022","t","552902.21","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","300","Greece","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","209348.51","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","300","Greece","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","55.23","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","308","Grenada","5510","Production","02211","Raw milk of cattle","2022","2022","t","562.64","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","308","Grenada","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","487.63","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","308","Grenada","5520","Feed","02211","Raw milk of cattle","2022","2022","t","8.77","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","308","Grenada","5016","Loss","02211","Raw milk of cattle","2022","2022","t","50.32","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","308","Grenada","5164","Tourist consumption","02211","Raw milk of cattle","2022","2022","t","12.55","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","308","Grenada","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","978.62","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","308","Grenada","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","21.37","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","320","Guatemala","5510","Production","02211","Raw milk of cattle","2022","2022","t","548990","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","320","Guatemala","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","36842.88","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","320","Guatemala","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","767.63","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","320","Guatemala","5520","Feed","02211","Raw milk of cattle","2022","2022","t","28.27","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","320","Guatemala","5023","Processed","02211","Raw milk of cattle","2022","2022","t","246170.32","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","320","Guatemala","5164","Tourist consumption","02211","Raw milk of cattle","2022","2022","t","347.17","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","320","Guatemala","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","338519.49","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","320","Guatemala","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","51.98","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","324","Guinea","5510","Production","02211","Raw milk of cattle","2022","2022","t","232773.14","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","324","Guinea","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","3303.43","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","324","Guinea","5520","Feed","02211","Raw milk of cattle","2022","2022","t","7180.36","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","324","Guinea","5016","Loss","02211","Raw milk of cattle","2022","2022","t","19909.45","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","324","Guinea","5023","Processed","02211","Raw milk of cattle","2022","2022","t","11803.83","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","324","Guinea","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","197182.94","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","324","Guinea","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","38.98","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","624","Guinea-Bissau","5510","Production","02211","Raw milk of cattle","2022","2022","t","18041.21","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","624","Guinea-Bissau","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","1395.42","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","624","Guinea-Bissau","5520","Feed","02211","Raw milk of cattle","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","624","Guinea-Bissau","5016","Loss","02211","Raw milk of cattle","2022","2022","t","7978.76","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","624","Guinea-Bissau","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","11457.87","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","624","Guinea-Bissau","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","14.91","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","328","Guyana","5510","Production","02211","Raw milk of cattle","2022","2022","t","55000","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","328","Guyana","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","972.36","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","328","Guyana","5910","Export quantity","02211","Raw milk of cattle","2022","2022","t","0.74","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","328","Guyana","5520","Feed","02211","Raw milk of cattle","2022","2022","t","840","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","328","Guyana","5141","Food supply quantity (tonnes)","02211","Raw milk of cattle","2022","2022","t","55130","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","328","Guyana","665","Food supply quantity (g/capita/day)","02211","Raw milk of cattle","2022","2022","g/cap/d","186.76","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","332","Haiti","5510","Production","02211","Raw milk of cattle","2022","2022","t","50022.15","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","332","Haiti","5610","Import quantity","02211","Raw milk of cattle","2022","2022","t","457.39","X","Figure from international organizations","Estimated data using trading partners database"
